AnnualIncome,HouseholdSize,YrsEdAfterHS,HrWkTV,AnnualCharges
92.6,6,3,46,11616.52
27.4,2,3,32,899.73
59,5,4,53,6774.15
52,1,1,28,6787.35
40.9,7,1,59,13673.81
125.4,2,1,36,22338.59
129.8,6,1,3,25803.89
71.4,6,2,6,17177.73
104.4,7,0,36,23971.28
28.3,6,4,42,11534.08
79.4,5,5,27,8675.53
32.7,8,5,12,0
45.3,7,2,37,8061
22,5,3,25,5256.29
91.2,5,1,1,11104.62
52.7,3,3,16,6571.91
61.3,4,1,25,9889.39
98.9,7,5,1,15313.37
44.3,4,3,46,9698.64
38.7,3,2,22,5306.52
92.9,5,5,19,3522.14
74.2,8,3,12,15530.47
100.4,5,5,57,17333.62
122.3,2,4,52,22303.79
69.2,7,1,57,21574.38
101.9,4,2,15,15619.79
56.2,8,5,38,10243.38
104.7,1,0,59,17920.46
110,2,2,3,14206.96
115.5,6,4,32,16351.38
104.1,5,2,53,21384.82
53.5,1,4,20,11611.88
70.6,7,4,8,7292.81
52.6,4,4,4,7423.21
49.7,6,2,50,5593.02
97.3,6,4,54,5205.01
96.1,5,4,17,18155.78
74.9,2,2,39,16441.73
79.9,5,0,1,9498.35
92.4,6,1,11,20465.46
103.2,3,1,58,14228.31
79.7,3,1,9,13520.06
28,5,1,25,12481.72
10.1,5,5,29,6504.01
29.5,2,3,31,4225.94
58.4,5,0,60,11229.85
86.4,8,3,12,15598.14
78.4,7,5,47,11299.4
114.4,7,3,21,14572.45
72.7,5,3,52,9026.69
46.8,3,3,21,863.58
40.9,5,0,21,4011.15
75.2,6,1,41,21962.57
73.2,6,2,33,6563.74
101,5,2,20,20860.62
60.5,7,1,3,9978.81
64.5,6,2,31,9833.89
93.7,2,3,6,8830.37
56.3,8,3,4,11808.93
46.3,4,2,29,3683.07
100.2,7,4,12,16236.49
84.2,1,2,2,11872.83
101.6,6,3,12,24658.14
62.6,7,4,22,14232.47
42.9,4,0,54,8174.7
67.9,7,2,49,16097.23
56.8,7,2,19,13326.53
70.4,4,2,49,18586.77
61.2,3,5,5,2154.17
57.8,1,0,0,7358.33
63.5,3,4,19,13271.8
45.9,2,1,55,6499.11
71.5,3,1,34,11059.64
51.7,5,3,42,8716.92
44.3,3,2,35,14759.86
49.7,7,4,34,7658.79
64.6,3,1,35,18390.65
98.2,4,2,56,15295.4
73,6,2,56,10101.97
54.9,6,1,23,12318.52
44.3,6,5,38,2882.24
45.3,7,4,47,7376.71
43.7,2,2,47,4788.44
46.3,4,1,46,7635.17
94.8,8,4,33,16756.18
94.5,5,5,47,16790.92
49.9,7,2,12,18792.37
46,4,2,2,12063.19
56,2,4,54,12624.02
91.2,2,4,39,7545.79
102.4,7,5,25,13382.44
28,4,4,52,11220.19
51.8,3,1,13,7618.65
79.3,5,2,37,16896.34
94.2,5,5,44,12938.29
24.6,4,4,34,7036.79
44.8,4,4,18,13855.5
79.8,4,2,26,11962.03
71.1,6,4,27,11530.06
95.3,7,3,5,20187.88
34.1,8,4,48,17697.24
96.9,2,1,42,16509.08
50,6,5,23,14227.45
49.9,1,1,55,6785.63
31.6,5,1,24,7629.74
81.7,2,4,9,13279.72
59,8,4,37,13904.09
84.4,2,1,27,8923.74
69.2,4,2,46,13905.98
35.9,2,4,15,0
103.7,3,4,41,11811.05
68.4,7,3,2,7811.92
59.8,8,3,18,21051.79
44.5,4,1,14,5561.59
96.1,2,0,14,14133.02
61.9,5,3,39,8386.74
37.9,1,3,44,3093.9
36.3,8,5,42,8193.54
60.4,2,0,59,7020.89
26.7,5,4,60,10326.61
28.4,1,3,30,9378.59
72.7,4,4,59,19232.88
101.8,8,1,18,23282.47
53,5,1,51,18416.93
116,7,1,6,22102.77
92.2,2,0,32,18692.17
55.7,1,0,12,12697.31
126.5,1,4,21,14035.77
108.3,6,2,14,17394.85
55.6,5,1,47,11167.06
130.7,5,4,54,22861.34
75.2,5,5,11,10554.35
58.3,6,5,19,3124.44
55.6,5,4,50,10589.7
44.4,2,1,45,9559.94
71.8,4,4,12,6099.52
116.7,5,3,4,15770.99
41.5,4,4,5,6973.62
61.7,2,5,35,4100.77
56.5,2,0,3,7714.7
87.5,1,1,35,12907.3
92.1,1,2,56,9532.07
70.7,4,3,8,16839.58
93.9,3,1,15,10846.17
80.1,4,5,27,8221.49
60.5,5,1,1,21125.75
66.8,5,5,28,3006.78
63.5,6,0,31,16174.69
121.1,6,3,41,19577.5
50.2,5,1,2,5472.51
39.6,2,4,13,3968.42
88.8,4,1,19,11382.63
101.2,6,2,54,16827.83
52,5,2,19,13175.27
100.8,5,4,50,20292.73
70.6,3,0,47,6230.89
88.9,8,2,41,18914.62
89.4,5,2,29,14362
82.7,6,2,41,23941.45
41,6,3,39,3658.44
68.5,2,2,25,5721.75
109.2,7,2,29,16519.7
98.5,6,1,11,16886.1
28.6,7,0,30,7619.3
61.5,2,5,22,13378.76
41.3,5,1,14,10331.58
116.6,8,2,47,21153.59
110.2,4,4,19,13218.14
44.2,5,2,12,11858.5
79,6,1,38,17466.58
49.5,5,1,51,2591.87
120.5,7,2,54,17340.82
45.6,4,2,8,14350.08
60.6,4,4,51,5761.26
69.9,8,2,28,15139.89
48.1,5,1,36,12622.3
44.4,7,3,12,11131.85
46.2,6,4,19,16433.55
53.7,2,5,16,7085.72
79,1,2,55,3453.45
48.9,4,2,14,14886
45.2,1,5,21,4531.8
113.2,7,0,36,20560.98
64,1,4,57,3758.51
45.5,7,3,8,5950.81
103.5,6,4,4,23365.41
129.4,5,5,24,12401.39
50.5,6,1,5,13635.79
61.1,5,0,8,4300.01
111.9,8,3,59,21681.24
53.3,6,5,58,2657.78
37.5,3,5,55,10372
95.7,7,5,28,14590.95
104.4,7,1,28,24434.94
95.2,8,1,57,16317.54
17.9,4,1,40,14232.98
67,1,1,16,5947.78
45,4,1,7,3172.24
17,5,4,3,9286.73
56,8,2,48,14406.8
83.9,4,0,34,14916.93
44.8,2,3,12,9017.05
36,3,0,40,15306.39
45.6,3,5,53,0
60.4,3,2,59,9541.01
9.1,7,2,16,12648.13
96.2,4,1,31,7105.91
107.1,7,3,2,18780.99
104,2,2,4,18746
108.2,3,1,57,24141.66
84.5,6,1,46,13836.89
117.9,4,4,6,21705.79
62.4,3,0,33,11133.71
40.1,1,3,49,10555.27
58.9,2,4,18,0
33.6,6,4,42,8282.93
38.4,5,2,12,7692.75
24.8,4,3,15,9186.87
72.4,5,2,33,18626.63
109.7,4,2,55,19442.21
74,6,4,24,15243.93
63,2,3,46,8794.07
80.7,3,2,28,14536.47
38.2,7,4,3,3266.45
80.7,5,1,59,16623.49
102,1,4,6,8437.42
108.6,1,5,16,17230.89
98,5,4,17,20616.5
79.4,6,4,9,13015.45
97,6,2,24,14194.53
118.3,6,3,15,14208.46
74.7,7,0,26,15197.69
88.7,3,5,40,16213.79
83.2,2,1,58,14010.01
51.3,7,2,31,6969
44.8,5,2,15,7733.83
81.7,8,2,17,13511.71
47.6,7,4,9,15765.45
101.5,5,2,21,14234.26
77.5,6,0,55,23395.26
93.1,2,5,21,8122.39
39,8,4,30,4834.95
105.3,6,5,33,12697.94
38.1,2,1,58,0
109.2,2,1,21,16304.73
113,2,1,45,9379.92
21.6,2,1,39,2213.77
72.9,4,3,60,9643.26
41.9,3,3,8,0
103.3,6,2,57,16053.52
108,7,0,5,25312.97
52.1,3,0,42,13448.51
80.1,4,2,33,17453.51
98.8,6,4,14,22347.38
21.7,5,3,44,13625.75
119.9,1,2,49,9785.61
85.4,6,3,25,9560.32
24,2,2,21,8699.57
96.8,3,4,24,19971.31
45.4,6,4,15,9132.51
72.7,3,0,37,17598.4
21.5,5,0,8,9454.45
41.5,8,4,44,6538.69
57.7,3,4,44,2079.32
20.3,5,1,4,4209.98
88.7,4,1,9,10513.93
107.1,4,5,10,11422.36
94.6,8,5,55,16765.33
79.9,3,3,58,8905.84
61.5,3,0,52,7813.98
91,2,0,23,9703.69
54.5,4,4,45,14868.67
33,5,2,27,8253.74
55.5,3,4,46,4221.71
95.6,3,1,49,24238.41
33.6,2,1,0,3952.58
101.7,3,0,49,21412.18
23.3,4,3,36,13553.24
28,6,0,15,7831.19
50.3,5,1,39,10929.24
77.5,4,0,18,13132.84
44.7,5,4,8,12722.34
74.2,7,5,42,16913.2
53.4,6,4,26,16920.74
79.3,3,2,16,6105.57
91.2,4,4,40,13834.37
98.9,2,2,30,23856.34
23.4,8,3,10,0
43,7,4,12,12504.35
54.6,4,3,11,8657.79
94.1,5,2,42,16297.05
46.7,6,4,57,18788.97
85.2,3,2,1,10093.03
98.8,2,0,10,24016.21
80.3,6,4,39,10214.36
52.5,6,3,20,9815.26
93.9,8,1,2,20331.72
102.2,2,2,39,23539.76
52,6,3,53,16099.01
69.7,5,2,23,7979.66
37.4,3,2,36,1060.35
51.9,4,2,51,5282.09
14.6,7,4,51,6654.27
37.1,7,5,12,4912.51
35.4,7,0,44,9649.9
70.9,7,5,41,12494.75
58.9,5,4,28,15603.68
77,8,4,31,10031.34
44.7,2,3,17,6359.66
78.5,6,2,38,15270.79
48.8,5,2,47,13484.49
78.3,6,2,39,21225.38
50.6,4,2,41,4825.3
104,7,4,32,10057.98
76.7,5,5,36,5706.54
66.6,8,3,35,6146.89
104.8,3,4,37,7117.58
85.9,1,2,37,8724.33
97.7,8,4,49,14591.65
63.6,8,0,24,16701.59
57.2,3,2,45,6047.42
43.7,1,2,57,5786.68
46.3,2,2,8,12791.99
85.9,1,4,52,14766.2
92.4,1,3,27,16119.89
67.9,6,4,19,18141.35
119.3,7,3,10,13594.93
50.3,7,3,12,2645.65
81.8,4,0,25,16342.67
40.5,6,4,53,5175.19
88.2,1,4,53,5761.1
126.8,3,3,57,26996.35
8.9,2,5,40,0
105.5,6,1,28,23161.21
93.6,3,0,7,17634.96
109.6,6,4,19,9934.69
97.8,3,4,54,13743.83
69.9,4,5,36,4561.78
113.9,4,0,23,13840.05
80.4,3,1,18,22101.97
61.1,1,0,0,14981.44
81,7,2,22,7013.8
113.1,5,1,24,10510.34
56.4,7,3,59,11346.73
40.5,6,2,44,15875.42
112.8,6,5,52,20951.34
43.4,6,0,44,19545.17
95.5,2,5,31,17036.89
30.1,5,0,2,15221.14
49.3,6,4,38,19712.13
66.2,3,3,59,6648.79
42.9,7,4,21,10969.72
78.6,4,4,48,9811.02
52.6,1,3,21,14190.98
73.1,5,2,51,14860.56
62,5,4,49,6603.1
71.6,7,4,37,7785.71
31.8,2,2,34,3896.7
86.1,7,1,10,12917.38
59.6,5,2,51,13474.39
33.7,7,1,47,158.35
66.6,8,2,43,14751.59
49.4,5,4,44,14898.52
20.9,6,3,56,7027.48
75.2,5,3,28,12119.73
85.5,2,3,8,15177.23
82,5,1,16,20977.18
98.4,5,0,1,20642.23
52.5,6,1,24,11475.81
38.5,2,2,33,1706.35
45.3,6,3,13,53.42
76.4,3,0,38,15856.55
68.1,5,2,1,11423.6
76.8,2,1,7,14207.93
27.8,1,0,31,8355.67
70,5,1,58,19345.63
90.5,5,4,16,13968.49
57.7,5,2,59,5443.54
24.4,8,1,16,8329.43
96.4,1,0,43,6634.32
107.3,5,4,48,18496.7
87.8,4,5,27,12533.13
92.4,7,1,42,17629.6
54.4,4,3,15,8529.47
40,8,3,30,10180.88
67.9,3,0,33,9324.67
67.1,4,3,48,17870.28
112.1,5,5,47,18994.89
47.4,6,1,3,4411
66.5,2,1,25,6757.48
41.6,8,1,10,0
115.1,8,2,20,16001.16
63.4,4,1,3,16777.2
105.4,7,3,5,20248.73
27,2,1,30,3301.88
43.5,4,1,15,121.72
52.7,5,4,6,8196.78
71.5,5,0,41,8991.49
55.6,5,3,12,18421.68
106.1,2,1,47,22597.84
85.7,5,2,9,9206.08
42.2,5,3,50,13293.24
32.4,3,1,34,0
29.6,6,2,57,4870.52
107.8,4,4,37,23747.5
45.8,8,4,24,9027.45
22.1,3,5,47,0
59.2,7,1,33,12367.25
66.3,2,0,33,12954.98
53.7,4,0,24,11569.03
51.2,5,4,49,8768.11
84.8,7,4,49,19839.22
55.3,4,3,49,4869.1
63.6,8,0,1,17642.53
73.5,3,2,12,6408.96
70.7,6,4,36,14121.12
33.2,7,3,18,11007.42
35.4,8,4,5,0
39.3,7,3,40,6824.18
73.1,3,3,26,17937.71
108.6,3,5,29,13141.97
71.7,5,0,52,11868.09
66.8,6,1,16,7594.6
96.7,3,5,45,8366.13
115,7,4,5,21489.37
67.6,3,0,24,1378.28
98.6,2,0,54,15021.14
41.6,1,2,33,10066.03
41.6,3,2,13,14779.39
38.4,2,1,55,8461.89
41,6,4,12,0
30.2,5,2,22,11299.67
39.3,5,2,22,13116.75
110.2,5,2,60,8995.75
122.1,6,4,51,21267.56
54.3,4,4,44,9666.75
50.4,1,1,42,12108.12
51.1,3,0,31,3251.69
33.7,7,2,56,10944.25
43,5,4,30,6659.02
103,5,2,39,18697.5
35.5,5,1,11,8909.61
86,3,5,56,4817.98
74.2,2,2,40,8983.44
114.2,3,1,46,20383.04
94.4,6,4,16,17280.98
45.6,5,5,25,10740.68
20,3,5,60,3727.08
64.4,7,0,17,9537.59
85.4,6,2,58,16836.71
17.6,7,3,56,10112.94
38.6,6,4,59,1898.2
9.8,2,1,12,5313.78
38.2,5,1,41,12235.85
21.8,4,4,16,10060.77
88.2,4,4,17,6791.73
75.9,3,3,13,4593.68
108.7,8,1,31,27168.98
68.2,3,4,27,19519.03
47,6,1,10,6474.51
40.9,1,5,16,7761.48
37.5,4,4,10,10247.16
51.9,2,2,21,3317.15
30.9,2,1,18,4172.42
32.7,3,5,32,6508.25
50.7,7,3,16,3859.96
71.2,7,1,37,14638.34
54.9,8,4,16,3745.51
31.3,3,0,57,11439.5
44.2,7,2,48,21317.14
76.9,6,2,17,11243.51
29,1,1,15,8715.87
48.9,6,3,39,19388.86
49.4,8,3,3,14727.41
116.7,7,4,48,20394.26
92.1,5,3,44,12090.6
90.5,7,2,35,18190.01
38.1,5,1,49,3836.63
80.9,7,2,11,6875.35
46.7,1,0,37,11117.29
43,6,3,30,5937.19
71.8,4,5,34,18245.51
54.3,3,2,43,4069.55
52.5,5,1,3,6595.78
51.7,3,4,25,0
94.1,7,0,29,9412.37
93.1,1,1,13,16565.19
53.6,2,4,14,5224.22
26.8,5,2,46,1678.73
74.3,6,1,0,9976.43
91.2,3,3,1,16475.71
108.8,7,4,19,14594.97
99.4,1,2,30,13291.7
25,8,0,58,15608.31
65.4,7,1,57,15555.04
32.5,5,4,40,0
57.2,4,0,21,12968.02
100.2,2,1,33,13017.55
52.1,2,1,55,12266.36
66.4,8,1,2,12363.63
73.4,7,3,59,12897.2
35,4,5,31,2124.32
75.8,3,4,45,7159.45
83.6,7,4,52,7790.82
86.1,4,5,60,16475.28
64.5,5,2,24,16024.71
43.6,7,4,45,8473.96
49,2,2,26,4611.81
113.1,7,5,55,19868.45
105.8,4,1,50,16986.22
50.9,2,3,32,8026.91
81.5,8,3,33,12867.42
91.5,1,4,40,16323.48
54.3,6,4,26,11829.03
68.9,4,1,19,7698.45
21.9,7,3,46,0
51,5,2,8,14499.23
72.1,4,3,33,9023.07
44.8,1,3,40,6561.85
18.4,2,3,20,0
37.1,3,3,37,7907.23
41.1,3,4,14,15636.96
59.7,7,3,38,21469.18
92.2,5,3,52,17984.39
83.4,5,2,34,10470.36
108.8,4,4,14,15775.75
54.5,7,2,30,5029.71
46.3,8,3,12,13404.15
89.1,5,3,12,16141.22
76.9,2,2,51,9621.04
48.3,5,4,29,11315.63
29.9,4,4,4,5541.51
46.2,1,4,49,4994.83
76.9,1,2,17,7477.37
46.8,6,4,31,1036.43
100.5,7,4,24,8274.1
60.1,1,0,58,12186.85
42,7,4,9,15850.21
58.4,5,5,51,9544.99
46.1,7,4,26,15442.34
18.1,5,3,27,3797.38
118.3,1,1,19,20953.65
64.3,8,4,9,174.69
73.9,3,2,41,6757.05
52,5,1,22,13352.29
99.7,5,1,38,24262.81
54.7,5,1,43,5173.34
31.2,7,1,26,17525.34
56,6,3,12,17332.22
31.5,4,5,9,5293.1
99.4,6,4,13,15848.86
98.4,3,4,7,14336.65
98.7,6,2,37,15144.79
56.1,3,5,26,9415.88
71.9,8,2,4,4998.2
67.1,4,0,58,7376.77
55.4,2,2,17,15802.43
33,7,4,28,2365.08
131.5,4,4,27,13954.04
120.4,8,0,8,25001.27
69.9,6,3,4,16033.89
75.8,2,4,50,1356.31
74.7,5,2,37,3455.33
31.5,4,0,55,13245.58
54.3,2,5,58,14597.59
68.1,3,3,28,10242.25
49.1,2,1,49,3197.02
72.8,3,4,33,12569.95
34.1,5,1,13,0
88.3,3,3,15,15972.57
80.8,5,2,40,10285.22
47.7,7,0,13,8883.02
15.9,1,4,9,101.55
79.2,6,3,0,17960.94
27.9,6,4,29,13135.39
92.5,1,4,47,9606.97
29.8,4,1,9,0
48.1,7,2,48,6632.48
97.1,3,3,34,17333.85
45.6,7,2,29,10635.31
83,2,1,22,21806.69
34.4,2,3,21,13334.7
79.4,1,3,32,20154.8
34.6,2,5,16,41.61
44.5,1,0,20,6186.4
77.4,1,2,23,16675.3
87.9,6,4,32,17609.1
48.3,7,1,53,1823.24
45.4,4,3,13,4918.17
56.9,4,5,5,10078.2
35.6,7,0,19,8303.36
52.5,4,4,8,9429.74
56.1,5,4,16,9222.19
20.6,6,1,36,0
76.6,8,4,18,11097.96
82.1,3,4,15,19052.88
79.2,7,1,4,4591.48
131.7,3,3,28,14467.77
107.3,3,3,1,23553.11
92,5,2,51,20868.35
43,4,3,13,4771.26
79.5,6,3,34,19656.68
52.4,5,2,32,6726.4
63.6,6,4,9,10780.71
35.8,6,5,48,4216.13
103.5,4,4,60,15128.74
57.8,6,0,35,21813.35
118.1,2,5,41,21126.98
70.4,1,3,1,9416.12
37.6,3,1,44,13355.41
107.1,6,1,11,11274.45
119.3,6,3,29,13891.2
73.6,2,2,30,9561.23
48.6,5,3,28,3654.33
89.8,6,1,28,19430.46
66.5,5,4,12,18367.13
52.6,3,2,36,15080.44
108.1,5,3,39,20588.2
58.9,5,2,20,3609.85
48.7,4,1,27,4274.72
76.2,1,3,55,12534.43
101.3,5,2,42,8039.51
50.2,3,1,50,12738.86
57.3,3,5,32,3448.85
110.9,6,5,20,17470.27
75.9,4,3,47,16340.86
56.4,6,1,48,13618.79
93.7,3,1,58,19813.69
75.9,2,1,30,11343.12
73.4,3,4,18,3879.96
44.5,3,3,26,622.61
86.6,3,0,15,7492.66
42.3,5,2,48,0
47.8,3,3,4,7647.57
84.1,4,4,30,12469.69
115.4,5,1,43,20922.27
75,2,2,12,3294.35
119.1,4,5,35,16835.58
28.9,1,3,5,0
110.5,3,2,59,16483.85
55.9,1,1,30,17252.83
118.4,2,5,51,23045.44
79.1,1,3,17,3522.04
125.4,6,2,1,18094.74
73,7,4,46,5634.77
96.4,2,2,9,6118.48
115.6,2,4,57,8247.37
36.4,7,2,35,5672.64
48.6,2,2,39,13132.64
83.5,4,1,8,3561.55
33.6,5,1,55,9631.64
91.1,7,5,14,14792.35
70.7,5,3,32,17393.58
93.6,3,4,3,19038.85
107,2,5,43,4084.63
76.7,3,4,5,6193.33
50,5,3,59,14775.03
47.1,7,1,18,17548.08
51.5,6,4,12,9761.93
115.6,8,3,36,16867.95
82,1,5,44,15702.62
107.7,7,0,38,12136.26
124.8,7,5,20,20386.12
100.1,5,1,31,12152.73
36.1,4,3,20,2771.89
49.6,6,3,38,13693.65
58.9,5,1,5,5270.67
89.2,5,4,57,11487.41
27.3,6,2,48,12478.11
120.1,3,4,7,21707.58
127.9,6,4,48,23798.18
113.8,5,3,58,18895.3
20.9,7,2,32,3131.95
44.7,3,1,10,4226.53
107.8,4,4,8,13621.48
55.4,6,3,29,11031.45
59.8,7,4,42,4556.73
54.4,4,2,23,18030.19
70.3,7,3,38,20093.4
109.5,7,1,8,20201.01
74.2,3,5,32,11386.88
102,7,3,7,11691.6
53,5,2,30,13211.93
62.4,3,3,48,13144.77
108.2,3,2,25,8328.8
72.1,7,2,55,3055.48
52.4,6,4,31,8056.51
81,4,2,38,8262.73
59.9,3,1,27,8034.98
91.2,3,5,22,11392.1
40.3,7,3,44,3905.44
34.4,2,4,17,10108.39
26.7,2,3,53,1156.87
96.1,4,1,36,23624.71
92.1,3,3,60,21996.53
50,7,2,33,8653.01
91.2,7,2,44,19272.73
97,2,1,51,11723.15
60.9,7,2,15,18067.62
42.9,6,1,38,11783.43
123.5,4,5,0,23866.62
93.5,6,3,46,11029.36
72.6,5,3,1,19233.44
23.5,8,4,53,14757.06
42.7,3,4,31,4654.49
35.2,8,1,16,17125.97
48.9,5,3,24,1037.71
42.9,3,4,15,5933.73
86.8,2,0,22,11429.09
66.9,3,2,0,10682.46
96.5,4,1,33,16258.55
125,2,2,11,11818.44
37.7,7,3,10,6513.3
81,2,1,17,6415.4
36.4,7,4,12,6429.01
105.9,3,0,52,13476.17
81.4,3,1,14,18668.92
95.2,7,3,35,11700.81
40.6,2,0,41,7667.4
117.9,4,2,57,13195.84
72.4,2,0,54,1865.82
82.6,8,1,14,22695.41
47.4,7,1,1,3092.75
24.3,2,5,9,0
75.4,1,3,36,4132.26
40.2,5,3,23,8504.52
68.3,4,5,26,5071.03
19.3,3,0,8,9919.45
8.3,8,2,43,13070.29
27.9,2,4,39,0
90.4,2,4,44,15887.2
49,2,4,43,5228.06
104.4,7,2,1,19996.96
43.9,1,1,26,16980.92
28.8,5,5,47,14295.45
38.8,8,0,17,10739.68
56.2,2,3,53,7939.68
55.2,7,1,0,10206.97
98.3,7,5,2,5394.36
38.7,2,0,3,4080.95
89.3,3,5,30,14292.95
77.4,5,5,53,16146.66
68.2,4,3,7,15289.8
51.8,6,4,57,12796.11
46.5,1,2,41,11152.12
46.6,6,1,17,13727.58
67.5,1,0,10,826.83
49.2,7,5,33,10833.99
78.3,4,3,51,10128.87
67,7,2,29,18355.34
88.7,2,0,4,16720.63
93,4,5,34,17496.04
41.1,2,1,18,3508.49
83.6,7,0,51,11838.39
98.8,8,1,7,14138.67
100.7,3,0,45,21279.67
48.5,8,4,1,14149.1
54.9,8,0,52,15940.46
53.9,7,2,10,2012.82
44.9,5,2,32,4052.15
44.5,2,2,4,725.51
44,6,2,28,10917.88
72.4,2,0,29,10362.88
97.5,8,1,33,10850.42
112.7,4,3,49,11868.84
32.6,8,3,15,9969.26
106.8,4,3,52,16392.92
61.2,5,4,55,5782.48
115,4,4,14,24052.94
85.1,7,1,47,7323.8
53.7,3,3,46,5289.99
120.4,7,3,38,19127.28
46.1,1,0,3,4173.06
114.8,6,0,52,25175.29
97.5,4,0,25,23777.81
93.5,5,5,4,8983.01
41.4,7,3,59,11272.28
51.2,3,2,17,14876.59
63.8,5,1,28,18866.83
89.5,6,4,57,9317.3
110.1,4,5,51,15691.46
85.2,4,0,56,11749.96
73,6,5,50,2646.84
75.9,5,1,27,7157.92
86.5,2,1,57,13839.96
41.1,3,5,31,3273.35
72.7,4,0,1,11461.73
107.5,6,3,15,17651.21
59.2,3,4,42,3211.65
91.1,4,4,19,12498.4
34.2,4,3,44,12373.59
89.4,3,1,31,4999.24
43,1,1,21,14214.05
35.3,1,2,10,0
99.9,6,0,11,12307.03
49.4,2,1,21,7015.28
105.7,8,3,9,12352.43
50.2,2,0,41,1659.26
20.2,4,3,40,1131.44
84.7,2,2,28,8134.81
95.7,3,4,40,7406.78
95,1,2,26,13393.86
40.2,6,3,40,7008.41
82,7,5,53,15836.08
43.3,4,2,4,8683.38
22.2,4,4,33,0
72.7,2,3,11,1844.28
69.8,6,2,42,16128.65
89.7,1,2,2,19961.63
82.7,5,4,18,10132.06
27.9,7,4,29,12990.18
95,6,3,48,5101.82
56.3,1,5,30,6999.52
17.4,4,2,33,7712.51
71.2,8,0,34,17425.38
19.2,4,4,20,1586.33
104.5,3,0,5,18747.58
78.8,3,2,51,9319.03
61.3,7,4,20,2050.28
22.9,6,4,58,10984.84
97.1,4,2,42,7848.33
43.7,3,2,14,539.84
97.6,6,3,10,15349.45
77.8,4,4,54,19889.57
62.5,3,1,17,7842.12
50.4,3,5,22,6469.01
42,3,1,55,9367.49
112.9,4,1,47,19292.09
35.9,7,2,55,10522.77
50.8,1,5,35,1278.24
109.3,5,0,8,19268.53
83.6,4,4,1,1146.17
119.7,6,3,51,16001.34
23.4,4,4,10,3019.36
83.7,6,2,47,24304.45
73.8,3,2,44,9207.03
52.1,3,3,15,7575.49
30.9,8,2,31,10963.02
86.1,2,2,26,3454.2
123.6,5,3,3,28505.24
98.9,3,4,21,19546.39
60,5,3,17,7435.13
114.8,7,5,46,22807.69
95,1,1,28,6302.88
78.7,4,3,16,10954.2
47.5,5,2,47,11067.83
74.6,5,4,59,10997.94
70.3,5,4,57,17885.28
112.8,1,2,56,26006.29
73.8,7,4,5,12782.65
93.4,8,3,12,16590.7
48.4,5,0,58,19601.1
83.9,7,1,3,20965.65
40.7,7,1,2,15213.28
76.8,5,3,46,18385.66
100.4,1,0,52,20830.4
27,2,3,45,8655.87
94.6,6,2,29,13961.23
85.5,7,4,4,10844.13
127,7,4,43,12331.03
51.9,5,3,4,11518.53
53.8,8,3,1,4794.91
30.7,7,3,16,12759.53
44.2,2,4,28,10189.73
52.3,6,1,24,11323.98
62.4,6,4,31,3613.1
18.1,5,1,35,13384.98
69.5,2,4,23,4712.92
63.2,1,1,39,15652.79
35.6,6,2,58,12692.6
93.3,3,3,47,14195.69
99.9,7,0,2,14357.68
114.8,1,3,43,7260.73
78,1,1,40,8930.53
25.6,3,4,30,9215.75
76,7,4,32,22133.52
44.9,1,1,6,10163.74
39.3,2,2,54,2537.94
98.5,8,2,60,18156.95
78,8,4,1,15744.96
49.7,5,5,34,7137.32
33.5,4,0,54,5416.92
56.6,6,3,26,14110.53
85,8,2,60,6284.32
25.2,4,2,32,7802.07
107,7,3,1,24102.66
41.5,2,4,10,16031.51
37.7,5,3,50,7378.23
117.2,5,3,19,12379.84
13.9,6,2,42,1944.76
53.8,8,1,12,12053.88
50.8,7,2,23,10155.92
28.4,3,3,25,10771.54
36,8,2,28,10231.86
52.7,3,5,58,2586.51
74.7,1,0,10,14728.24
69.9,5,4,35,6918.65
43.6,6,1,53,19994.01
91,4,1,37,16829.76
120.6,7,2,26,10213.79
81.6,5,2,56,11855.88
16.9,4,0,23,10539.8
75.3,5,5,28,15543.29
83.6,2,2,36,20723.88
103.1,8,3,18,17264.68
44,3,5,12,13438.44
45.7,5,3,54,8857.36
72.3,6,4,38,9320.82
53.3,4,2,42,15858.18
89.2,6,5,46,22876.77
27.7,6,2,32,8262.24
80.4,3,2,23,13345.29
47.9,3,1,48,1658.93
74.8,7,1,37,16068.85
86.7,6,3,3,12458.44
62.8,6,1,23,18271.83
39.7,6,4,34,10306.45
50.7,6,1,10,9371.6
53.6,6,1,16,18034.05
33.7,3,3,19,9829.39
51.2,1,0,15,2169.43
35.1,2,1,60,14351.15
61.6,5,1,45,4868.37
91,1,2,57,13343.72
76.3,5,3,43,16776.86
67,5,2,7,14387.55
84.8,7,5,27,15729.53
103.3,6,4,45,14029.62
20.4,1,3,55,10588.85
118.5,6,1,46,24302.01
30.9,4,5,15,0
20.7,5,1,10,4997.11
95.2,1,3,49,13030.36
67.3,3,3,25,14572.41
81.7,1,3,33,4737.79
60.9,4,3,49,7061.7
85.5,8,3,24,18050.98
98,4,4,46,11224.48
99.2,7,1,57,26723.4
62.5,3,3,20,8983.37
112.7,3,1,23,24336.52
94.9,4,5,34,16885.47
48.2,7,1,1,9850.11
16.8,4,4,28,11482.95
31.6,5,5,47,8940.01
69.2,3,1,55,19038.41
85.7,6,0,53,16110.85
59.6,5,5,53,4767.58
100.4,5,3,46,20680.89
103.6,5,1,56,14653.07
29.5,2,0,31,5402.48
